0.05    0.049
0.1	    0.099
0.15	0.147
0.2	    0.198
0.25	0.248
0.3	    0.294
0.35	0.343
0.4	    0.395
0.45	0.443
0.5	    0.492
0.55	0.539
0.6	    0.589
0.65	0.629
0.7	    0.708
0.75	0.749
0.8	    0.788
