19.3	0.3095	4.0	0.156204994
19.13	0.30695	3.8	0.151644321
18.97	0.30455	3.6	0.147186956
18.84	0.3026	3.4	0.142842571
18.72	0.3008	3.2	0.138621788
18.3	0.2945	3.0	0.102956301
18.25	0.29375	2.9	0.100344407
18.14	0.2921	2.8	0.097754795
18.09	0.29135	2.7	0.095189285
18.00	0.29	2.6	0.092649879
17.94	0.2891	2.5	0.090138782
17.85	0.28775	2.4	0.087658428
17.77	0.28655	2.3	0.085211502
17.68	0.2852	2.2	0.082800966
17.59	0.28385	2.1	0.080430094
17.49	0.28235	2.0	0.078102497
17.39	0.28085	1.9	0.07582216
17.3	0.2795	1.8	0.073593478
17.21	0.27815	1.7	0.071421285
17.12	0.2768	1.6	0.069310894
17.02	0.2753	1.5	0.06726812
16.92	0.2738	1.4	0.065299311
16.78	0.2717	1.3	0.063411355
16.67	0.27005	1.2	0.061611687
16.57	0.26855	1.1	0.059908263
16.46	0.2669	1.0	0.058309519
16.23	0.26345	0.9	0.056824291
16.07	0.26105	0.8	0.055461698
15.93	0.25895	0.7	0.054230987
15.78	0.2567	0.6	0.02059126
15.33	0.24995	0.5	0.018027756
14.3	0.2345	0.4	0.015620499
11.82	0.1973	0.3	0.01029563
7.27	0.12905	0.2	0.00781025
4.45	0.08675	0.15 0.006726812
1.87	0.04805	0.1	0.005830952
0.38	0.0257	0.05 0.005220153
