4	37.64
3.8	37.38
3.6	37.02
3.4	36.5
3.2	36.09
3	35.7
2.9	35.3
2.8	35.14
2.7	34.96
2.6	34.7
2.5	34.49
2.4	34.32
2.3	34.11
2.2	33.91
2.1	33.66
2	33.45
1.9	33.23
1.8	32.87
1.7	32.63
1.6	32.41
1.5	32.22
1.4	31.95
1.3	31.7
1.2	31.4
1.1	31.05
1	30.69
0.9	30.36
0.8	29.85
0.7	29.29
0.6	28.58
0.5	27.35
0.4	25.75
0.3	23.29
0.2	17.98
0.15	12.09
0.1	 5.59
0.05	 1.12
